movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteIncrease;RelativeIncrease
the-fault-in-our-stars;8;Cherryxld;/user/Cherryxld;Mar 30, 2015;"[ ""The Fault in Our Stars es una película que resulta atractiva y elegante con una historia en donde los enfoques principales son el amor, el cáncer y un escritor."", """", ""Esta película resulta como un drama inteligente que sin dudas atrapará a mucha gente con una historia que, a pesar de que en todos sus aspectos no sucumbe hacia la tristeza debido a que se va hacia otros sentimientos., puede llegar a conmover. Además, Shailene Woodley nos entrega un papel bien logrado de la protagonista Hazel Grace, aunque eso no quiere decir que las demás no fueron resaltantes o algo resaltantes., dejando que, por lo tanto, este largometraje lleva a un viaje de emociones ya sea en estado sarcástico, sentimental o romántico, siendo un drama de adolescente bastante formidable."" ]";0;0;0;0;0;0.0
robocop-2013;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;[];3;4;3;1;0;0.0
non-stop-2014;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;"[ ""Non-Stop es una película de acción que logra mantener al público con una buena dosis de suspenso, tensión y acción. Mientras avanza el film, llega un momento en que la película te hace sentir una sensación cruda, pero eso no quiere decir que le quite un poco el atractivo del film, al contrario, le ayuda un poco. La trama de la película ocurre de una forma eficaz y variada, sabiendo que al menos el 98% del film ocurre en el avión, por lo tanto se desarrolla de una manera inteligente y compleja, y eso le da un cierto atractivo."" ]";0;0;0;0;0;0.0
the-secret-life-of-walter-mitty;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;[];0;0;0;0;0;0.0
lee-daniels-the-butler;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;[];0;0;0;0;0;0.0
mama;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;"[ ""Mama es una película de terror que no solo ofrece algunos sustos de vez en cuando, si no que además contiene un cierto atractivo en la historia que inducirá al público a algo triste y una tanto macabro a la vez."", """", ""El film contiene una trama interesante y alentadora, que da una sensación de que no solo es una película de terror, si no que también encuentra de alguna forma una diversidad alternativa al lado familiar., además, el film, contiene un final un poco atrevedor y curioso."" ]";0;0;0;0;0;0.0
amistad;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;[];0;0;0;0;0;0.0
insidious-chapter-2;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;[];0;1;0;1;0;0.0
12-years-a-slave;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;[];0;0;0;0;0;0.0
divergent;8;Cherryxld;/user/Cherryxld;Nov 23, 2014;[];0;0;0;0;0;0.0
ouija;8;Cherryxld;/user/Cherryxld;Apr 11, 2015;"[ ""Ouija, si bien no es la película de terror del año, al fin y al cabo resulta interesante y de cierta forma un tanto atrayente."", """", ""Esta película, si bien tiene una diferencia que podría bajar levemente o fuertemente su atractivo (debido a que esta tiene clasificación PG-13 y la mayoría de las películas de terror tienen clasificación R), al final logra abarcar bien en su trama las complejidades de este juego de espíritus  y acaba terminando como un film interesante y entretenido."" ]";0;0;0;0;0;0.0
nightcrawler;8;Cherryxld;/user/Cherryxld;Apr 11, 2015;"[ ""Nightcrawler es una película con un guión ingenioso y que desarrolla una historia criminal que sucumbe a la intriga."", """", ""Esta película, que localiza su atmósfera en el sentido criminal y sospechoso, logra ofrecer al público una buena trama con un guión bastante inteligente y audaz, que le da a este film una atmósfera más oscura, teniendo en cuenta de que ya lo es sin él, y de que ese detalle la hace más atractiva e interesante. Además, su actor principal hace un papel muy atrayente y superficial que logra hacer de esta película, como sus otros elementos, un abrumador y atrapante espectáculo   inculcado en un ambiente criminal que cumple con su propósito intrigante y criminalista de una manera satisfactoria."" ]";0;0;0;0;0;0.0
a-most-violent-year;8;Cherryxld;/user/Cherryxld;Jan 15, 2016;"[ ""\""A Most Violent Year\"" es una película astuta ambientada en el Nueva York de 1981 que,  según las estadísticas, fué el año con más crímenes en la historia de esa ciudad."", """", ""Esta película se enfoca principalmente en como los empresarios tenían que hacerle frente a los problemas y crímenes que ocurrían en ese entonces, y así es como J.C. Chandor deja a un lado la supervincecia en \""All Is Lost\"" para entregarnos otra historia interesante e intrigante, y con más diálogos que su anterior película, además de también contar con grandes actuaciones de Jessica Chastain y Oscar Isaac, con un vestuario elegante y una fotografía absolutamente fascinante."" ]";0;0;0;0;0;0.0
guardians-of-the-galaxy;8;Cherryxld;/user/Cherryxld;Jan 31, 2015;"[ ""Guardianes de la Galaxia es una película explosiva que sabe combinar de una manera bien concebida todos sus elementos, para entregarnos un resultado fuerte."", """", ""Guardianes de la galaxia, en teroría, es una película que sabe hacer un buen uso de sus grandiosos efectos visuales, además, contiene una combinación satisfactoria de varios elementos como la comedia, la ciencia ficción, el tema espacial, y probablemente entre otros. También, otro punto bueno para este film es que resulta atractivo y entretenido, así que por lo tanto la mayoría del público quedará satisfecho luego de salir de las salas de cine (o, en otros casos, haber sacado el disco del DVD). Así que, por lo tanto, este largometraje resulta inteligente, intrépido, lleno de buenos niveles de acción y también cómico."" ]";0;0;0;0;0;0.0
pawn-sacrifice;8;Cherryxld;/user/Cherryxld;Jun 11, 2016;"[ ""Esta película que nos cuenta la biografía del mítico y considerado el mejor jugador de ajedrez del mundo es estimulante y a menudo destellante."", """", ""Con una potente actuación del actor Tobey Maguire(el cual es conocido por ser el que interpretó a Spiderman en 3 ocasiones), esta película nos hace querer adentrarnos y saber un poco más sobre la vida del considerado como el mejor jugador de ajedrez de la historia a pesar de los problemas psicológicos a los que se enfrentaba. ¿Hubiera podido ser mejor? Tal vez sí, pero no por ello hay que olvidar que este es un decente biopic que está bien interpretado, bien realizado y que nos da un claro reflejo de la inteligente pero perturbada personalidad de Fisher."" ]";0;0;0;0;0;0.0
toni-erdmann;8;netflic;/user/netflic;Jan 16, 2017;"[ ""It's a drama with plenty of absurdly funny episodes."", ""A father of a business woman sees his daughter too little and misses her."", ""He feels that beneath the facade of her successful life she is deeply unhappy."", ""After his  dog companion passes away, he follows his daughter  on her business trip and creates impossible situations trying his best to re-connect with his her."", ""Great performances from both leads."", ""e"" ]";1;1;1;0;0;0.0
the-people-vs-fritz-bauer;8;netflic;/user/netflic;Aug 23, 2016;"[ ""This is a captivating historical drama based on real events and focused on a real person."", """", ""Fritz Bauer in this movie is a General Prosecutor in post-war Western Germany. He is committed to bringing Nazis to justice, namely, Adolph Eichmann, one of the architect of the Final Solution."", """", ""Bauer found that the government at that time was filled with Nazi sympathizers, and that made achieving his goal impossible. Being a patriot of the new democratic Germany, he sees the only way of catching Eichmann is through Israel's Mossad. But that would constitute treason."", """", ""The movie is not a documentary and does not claim to be historically flawless. Excellent acting, especially on the part of protagonist played by Burghart Klaussner.  Overall, a very well-done movie, highly recommend to see it."" ]";0;0;0;0;0;0.0
indignation;8;netflic;/user/netflic;Aug 12, 2016;"[ ""This movie is based on Phillip Roth's book. It's a love story taking place in 1950s in a private Christian University. Very good performance from both leads, interesting twist at the end."", ""Even though not a masterpiece, it is still a very good solid movie, one of the best this year so far."" ]";1;1;1;0;0;0.0
hell-or-high-water;8;netflic;/user/netflic;Aug 14, 2016;"[ ""Finally a movie that I could wholeheartedly recommend, even though western-style heist movies are definitely not my favorite genre."", ""Brothers robbing banks - I can't say it is a very novel idea for a movie."", ""But how well this movie is made! How colorful it's characters are! The movie is so authentic, you can feel the taste and smell of Western Texas. Performance, sound track, directing, visuals, are all excellent. I would not be surprised to see it's name on the Oscar's list for 2016."" ]";1;2;1;1;0;0.0
louder-than-bombs;8;netflic;/user/netflic;Apr 22, 2016;"[ ""It is a serious psychological drama about relationship, love, unfaithfulness, and many other things."", ""A talented war photographer dies in a crash, and family members try to cope with their loss."", ""Movie goes back and force in time, reality mixed up with dreams, allowing us to see same events from different perspectives."", ""Great casting and performance of leading actors. The ending is a bit too optimistic and it contrasts with the body of the movie. The less cheerful end would be more suitable, in my opinion."", ""Overall, the movie is masterfully made with a lot of attention to nuances and half-tones."" ]";0;1;0;1;0;0.0
marguerite;8;netflic;/user/netflic;Mar 27, 2016;"[ ""MARGUERITE is quite an unusual comedy that depicts a wealthy but lonely (even though married) woman who loves opera, cannot live without it and believes the could sing. People around her lie to her for different reasons and applaud her when she sings even though she sings horribly off-key."", ""The most subtle and nuanced line in the movie is this question: Is it merciful to lie to people and keep them in oblivion? Is our lie for the sake of others, or is it purely self-serving?"", ""Great performances from all the leads. Excellent depiction of 20th century's early twenties."" ]";1;1;1;0;0;0.0
meru;8;netflic;/user/netflic;Aug 31, 2015;"[ ""If it were a work of fiction or even \""based on real events\"", I would say \""no way\"", but it's a documentary, with collaborating evidence that it is a true depiction of events. The movie is \""Meru\"", a namesake of a mountain in Himalayas. It's not a tall mountain, 7000 feet lower than Everest, but a central part of it, \""a shark's tail\"" has remained unconquered, being one of the technically most difficult mountains in the world (imagine, it took 10 hours to climb 150 feet)."", ""This movie is the story of three Americans attempting to climb Meru, while filming their accent."", ""I am not going to spoil it for you with with details and amazing twists. As one of the three guys quipped: \""Bad memory is the most important trait for an alpinist”."", ""Gorgeous scenery, of course, great cinematography."" ]";2;2;2;0;0;0.0
